id,item_id,description,item_reference,locations,total_on_hand,total_expected,total_ordered,total_allocated,total_available,created_at,updated_at 
5560,P005560,Seamless responsive infrastructure,epR65564T,"[6424, 12287, 16729, 16872, 11530, 11632, 26660, 26407, 30011, 18169, 1617, 1573]",155,0,50,12,93,2015-04-14 12:26:52,2020-05-02 02:00:24
5561,P005561,Multi-lateral discrete help-desk,swd62934N,"[25574, 4871, 4889, 11462, 11481, 16399, 16490, 176, 11314, 28391, 6774, 28981, 26292, 17261, 10933, 10675, 15221, 15287]",340,0,0,174,166,1970-08-24 10:44:00,2020-08-24 08:22:14
5562,P005562,Self-enabling 24/7 productivity,lep13681f,"[18175, 15335, 15341, 9148, 26432, 15195, 10792, 8921]",209,0,28,43,138,1995-03-27 19:27:10,1995-12-29 23:47:37
5563,P005563,Implemented explicit neural-net,EVB79819P,"[22061, 34266, 23797, 20288, 15091, 27061, 26921]",185,0,34,42,109,2016-05-03 05:20:14,2017-07-31 04:01:31
5564,P005564,Automated stable productivity,ulf79332u,"[15478, 16129, 26941, 33985, 3499, 11089, 20461, 20311, 20334, 7495, 7399]",264,0,126,82,56,2000-08-16 10:08:13,2018-10-05 12:30:39
5565,P005565,User-friendly reciprocal frame,Fjn44005Z,"[33114, 31806, 14847, 18616, 18510, 13153]",104,0,38,28,38,1984-05-30 12:57:31,1993-08-07 07:23:51
5566,P005566,Cloned optimizing open architecture,vov69383v,"[8073, 26330, 25877, 3703, 3688, 10147, 10187, 14891]",144,0,22,47,75,1988-06-08 14:24:35,2022-09-09 23:27:40
5567,P005567,Monitored contextually-based model,GNL95191e,"[10424, 11046, 30629, 30643, 7782, 7966, 19232, 19591, 21984, 22311, 25437, 25512, 26875, 26795, 18346, 20994, 2268]",290,0,67,78,145,1982-05-29 14:27:06,1994-07-09 06:50:15
5568,P005568,Upgradable bottom-line throughput,CkG83578U,"[24235, 34363, 34204, 20843, 22335, 8071]",124,0,83,68,-27,2010-03-18 13:50:30,2019-11-04 05:43:27
5569,P005569,De-engineered composite task-force,ftW90745H,"[8023, 7347, 16772, 16782, 9311, 21718, 21539, 25542, 10774, 10658, 21521, 5848, 5708, 3818, 30258]",297,0,0,19,278,1973-03-09 01:14:27,1985-07-17 22:41:41
5570,P005570,Multi-layered secondary encoding,zZj88633o,"[21804, 21654, 8231, 27278, 27318]",37,0,77,28,-68,2005-12-08 03:19:52,2016-09-05 15:22:28
5571,P005571,Function-based responsive knowledgebase,cHB90313U,"[21262, 25620, 7596, 17541, 17317, 19278, 19365]",91,0,81,0,10,1972-10-21 00:59:29,2005-02-17 19:00:52
5572,P005572,Upgradable content-based product,MyF01420x,"[22252, 22297, 14413, 12572, 32436, 32450, 11810, 19323, 8139, 26213, 23400, 12641, 13555, 13504, 26714]",307,0,37,0,270,1984-01-24 06:09:13,2013-02-06 18:47:04
5573,P005573,Distributed disintermediate monitoring,tIs93303V,"[20564, 26150, 20583, 22833, 22496, 7823]",175,0,177,0,-2,1977-03-05 02:33:00,2023-05-19 15:42:48
5574,P005574,Seamless 6thgeneration standardization,XWt78325l,"[5274, 5144, 25856, 28392, 7662, 5267, 5382, 950, 532, 17421, 6528, 7185]",242,0,112,38,92,2000-11-11 09:49:42,2024-01-18 08:09:37
5575,P005575,Focused multimedia adapter,znl92039O,"[26776, 25492, 25527, 31621, 25802, 19628]",144,0,99,65,-20,1993-10-15 18:14:19,2001-03-16 02:26:39
5576,P005576,Managed real-time extranet,GIT43992a,"[14818, 12755, 282, 28653, 18467, 18591, 14065, 13698, 10202]",97,0,59,25,13,2021-04-21 07:08:55,2021-05-14 21:47:36
5577,P005577,Synergistic stable challenge,Jcw27162H,"[7471, 6873, 2527, 26881, 17314, 506, 1180, 2098, 32189, 24365]",193,0,124,137,-68,2020-04-11 13:16:56,2023-03-11 02:58:11
5578,P005578,Stand-alone attitude-oriented archive,nCy49072e,"[18432, 15825, 12876, 27678, 27717, 510, 9167]",173,0,30,0,143,1983-02-14 10:07:18,2001-02-17 00:31:21
5579,P005579,Persistent directional extranet,sHL64170S,"[21322, 30897, 22089, 17617, 20430, 20312, 17778, 17977, 11463, 26797, 26805, 28382]",281,0,0,83,198,2004-11-28 06:01:58,2017-12-29 10:56:24
5580,P005580,Cross-platform non-volatile analyzer,ouZ32474M,"[11173, 11003, 29096, 15176, 35, 32806, 33661, 19647, 19759, 11747, 11537, 376, 22987, 1001]",261,0,66,23,172,1996-02-17 07:12:56,1998-04-21 14:39:04
5581,P005581,Multi-channeled regional array,QLi33079N,"[26835, 27043, 2436, 3674, 5626, 5508, 24667, 10708, 10833, 20955, 29564, 29677, 22649, 22910, 15265, 2744, 18509, 12871, 16736]",366,0,50,67,249,2023-09-23 04:10:56,2024-04-10 13:10:55
5582,P005582,Virtual directional secured line,xTk48939F,"[10779, 4769, 4781, 23646, 25049, 26251, 25901]",154,0,0,0,154,1996-04-05 06:58:53,2021-10-14 18:09:49
5583,P005583,Multi-layered tangible software,EOW28697G,"[632, 745, 22419, 9200, 11478, 11429, 20090, 22494, 13193]",191,0,0,48,143,1976-09-17 10:25:11,1986-08-03 06:28:13
5584,P005584,Realigned optimal flexibility,PAL56877y,"[20538, 21906, 21963, 127, 31414, 11963, 20039, 20047, 18318, 1130]",112,0,19,18,75,1987-02-07 00:45:38,1995-09-14 05:28:39
5585,P005585,Integrated non-volatile protocol,MyN35100G,"[120, 21669, 25285, 26653, 20475, 20462]",91,0,106,65,-80,2000-04-28 17:59:42,2002-05-10 15:31:40
5586,P005586,Streamlined scalable initiative,DXP70376I,"[8990, 1847, 1940, 16935, 24473, 24519, 7154, 9265, 9292, 22386, 3453]",127,0,45,83,-1,2023-05-30 15:37:16,2023-07-22 19:02:06
5587,P005587,Visionary contextually-based focus group,FMe80529m,"[30442, 30170, 7546, 13392, 20984, 20759, 146, 25508, 8941, 15219, 13308, 30260, 33796, 34444]",177,0,38,144,-5,1972-01-22 09:21:51,1982-07-25 22:08:33
5588,P005588,Implemented tangible open architecture,yYQ39972C,"[33684, 4320, 26604, 30508, 31347, 178, 22043, 22174, 9866, 27049, 18480, 18414, 5992]",247,0,34,64,149,2023-05-12 06:17:09,2024-08-20 04:26:35
5589,P005589,Multi-tiered cohesive collaboration,qOa60850r,"[10231, 10149]",1,0,40,0,-39,1975-03-07 05:56:37,2007-01-20 08:26:19
5590,P005590,Face-to-face intangible projection,Kjo49570X,"[19647, 9008, 18141, 26678, 8107, 26207, 26373]",56,0,37,0,19,1980-05-05 10:23:13,2003-01-19 00:56:48
5591,P005591,Open-source bandwidth-monitored focus group,uYv61957J,"[18474, 23722, 23724]",57,0,157,11,-111,1997-02-16 09:47:31,2001-03-09 19:33:33
5592,P005592,Self-enabling executive methodology,dgM04443J,"[25548, 32983, 16390, 2983, 28685, 4671, 4467, 17312, 17068, 31946, 31763, 29301, 21919, 22074, 13578, 13675, 27722]",228,0,106,59,63,2000-06-29 01:25:37,2004-11-02 08:15:15
5593,P005593,Balanced foreground array,qjL17831C,"[26874, 25498, 4160, 4771]",75,0,88,43,-56,2003-07-27 09:06:24,2015-04-26 02:46:51
5594,P005594,Pre-emptive coherent intranet,cRL04481I,"[21523, 25496, 25527, 1654, 25861, 23956, 24242, 25031, 25176, 11978, 18929, 18737, 8542, 9021]",225,0,130,30,65,1980-08-14 22:30:28,1996-12-04 18:29:58
5595,P005595,Quality-focused eco-centric moderator,JCp03575i,"[12797, 25656, 31074, 6986, 6410, 8124, 33577, 32096, 14684, 19452]",239,0,113,9,117,1992-01-18 09:14:02,2012-05-04 10:14:21
5596,P005596,Public-key national utilization,hWo16308n,"[22357, 11515, 11388, 18600]",95,0,25,22,48,1978-10-18 23:14:24,1981-05-15 18:21:43
5597,P005597,Networked object-oriented encryption,LOI04006p,"[4769, 4771, 14503, 31218, 30834, 27944, 32254, 22800, 22632, 17327, 17156, 1109, 441, 3491]",119,0,50,0,69,2018-10-28 00:04:59,2021-09-10 02:07:51
5598,P005598,De-engineered empowering throughput,Xoo98438y,"[30377, 11374, 11182, 10619, 16877, 21809, 20620, 25640, 25649, 19848, 19893, 1884, 10608, 14480]",259,0,42,123,94,1974-12-07 07:06:08,1982-02-20 05:54:41
5599,P005599,Integrated 6thgeneration throughput,OCp52239o,"[26398, 26144, 25812, 33529, 17883, 18477, 21896, 7580, 7432, 4853, 4815, 33371, 33586]",199,0,9,32,158,2006-10-10 23:11:48,2009-03-09 17:12:22
5600,P005600,Distributed mobile solution,waF59022j,"[14624, 15108, 2926, 26209, 25961, 5341, 7169, 15797, 15487, 10304]",286,0,20,0,266,1975-12-28 01:29:55,1987-10-19 14:25:15
5601,P005601,Enhanced incremental frame,duI71888q,"[20393, 18024, 17901, 22055, 437, 943, 9948, 17334, 17657, 5440, 1420, 20195, 18649, 22135]",296,0,14,0,282,2004-08-25 07:13:19,2024-02-03 09:09:58
5602,P005602,Networked value-added task-force,Vqa38616m,"[20016, 20203, 29913, 23192, 12929]",97,0,112,74,-89,2023-08-17 00:14:00,2024-03-28 14:34:42
5603,P005603,Synergized systemic groupware,PjJ35269J,"[29063, 7650, 19407, 19626, 33710, 28825, 18615, 7350, 7498, 22327, 12660, 26905, 26838, 30591, 21118]",385,0,65,93,227,2006-08-02 23:36:22,2020-10-13 16:06:06
5604,P005604,Polarized intangible workforce,Yrt88451Q,"[7697, 12129, 31982, 34519, 33806, 31342, 31041, 7914]",173,0,101,0,72,2015-05-20 08:45:55,2024-01-12 05:24:39
5605,P005605,Streamlined static complexity,WIe10943R,"[20059, 18436, 15168, 15290, 22325, 22009, 25650, 20719, 21108, 25467, 16924]",115,0,0,42,73,1979-08-31 19:56:52,2002-05-13 04:50:49
5606,P005606,Exclusive impactful forecast,AFj62793k,"[33821, 24983, 32555, 7918]",123,0,88,72,-37,2003-05-18 20:20:20,2004-01-17 02:20:11
5607,P005607,Multi-layered even-keeled middleware,LIt72972C,"[30216, 25684, 25788, 29198, 29033, 32973, 15271, 1170, 469, 27068, 26915, 3514]",248,0,0,29,219,1990-07-14 02:53:17,2009-12-04 08:06:03
5608,P005608,Vision-oriented exuding hub,qgr73839T,"[12961, 31762, 23709, 27665, 13284, 22354, 22381, 25473, 25510, 15825, 21957, 6931, 5702, 5769, 23410, 33664, 33453, 7145, 7233]",347,0,84,27,236,2004-03-19 15:56:34,2013-12-18 19:18:15
5609,P005609,Customizable multimedia leverage,Dzl94954e,"[18442, 5364, 28461, 28150, 18135, 18208, 1199, 18727, 1011, 582]",148,0,102,14,32,1987-03-31 18:03:50,2019-07-29 13:15:49
5610,P005610,Visionary zero-defect secured line,Yji41062N,"[15633, 3357, 17825, 19853, 19830, 6077, 32454, 14910, 15006, 26803]",198,0,39,79,80,1984-06-04 21:25:49,1992-07-21 12:43:08
5611,P005611,Innovative asymmetric conglomeration,uZe99222o,"[23613, 16824, 16708, 21416, 11986, 12210, 22388, 21917, 5100, 5122, 15350]",160,0,144,139,-123,2015-04-23 18:13:08,2018-05-12 23:44:37
5612,P005612,Object-based dedicated productivity,Cde07219A,"[7600, 2759, 3305, 23224, 23291, 13434]",59,0,56,103,-100,2008-03-16 21:13:35,2017-05-14 03:45:17
5613,P005613,Phased 4thgeneration concept,aye53139f,"[16347, 13548, 20127, 21406, 6556, 24316, 23891, 15141, 15151]",223,0,51,68,104,1994-08-06 15:28:30,2022-11-20 03:32:16
5614,P005614,Total holistic open architecture,pQq31611E,"[11662, 6107, 6318, 843, 328, 23533]",97,0,3,85,9,1977-10-21 18:50:07,2003-07-31 07:52:55
5615,P005615,Virtual eco-centric complexity,eyN58499f,"[66, 23596, 23652, 3164, 3020, 22514, 15045, 26142, 25901, 23406, 10452]",221,0,63,13,145,2007-10-14 16:57:02,2022-05-08 16:28:35
5616,P005616,Progressive secondary open system,GhS53290R,"[13283, 11295, 12586, 16902, 28548, 28603, 33776, 34159, 12677, 13253, 18519, 18528, 18413, 734, 365, 27014, 21406, 21399, 8689, 9545]",330,0,70,82,178,1976-01-01 05:40:42,2008-03-30 19:29:08
5617,P005617,Upgradable fault-tolerant forecast,Wua77068i,"[11360, 11294, 17249, 34484, 15235, 22550, 1654, 20837]",219,0,49,27,143,2001-12-17 11:53:05,2006-04-05 14:31:15
5618,P005618,Optimized zero tolerance capability,nEC23293n,"[18905, 19763, 5400, 5311, 8006, 8191, 18244, 274, 57, 17985, 728]",229,0,0,0,229,2019-03-03 08:30:44,2023-03-31 15:13:24
5619,P005619,Upgradable static pricing structure,DCP82868J,"[4866, 7022, 6518, 33707, 23689, 23650, 18564, 32075]",177,0,0,116,61,1989-02-01 17:32:36,1998-09-26 02:02:59
5620,P005620,Reactive motivating time-frame,pEm74434u,"[18992, 14998, 14631, 22511, 22886, 24004, 23919, 7318, 6739, 6561]",159,0,7,71,81,1976-12-22 04:15:16,2013-04-11 00:16:15
5621,P005621,Focused heuristic emulation,rqZ04552U,"[33750, 5457, 27681, 25689, 25674, 1519, 24243, 20840, 21184, 21065]",251,0,67,42,142,1976-11-07 21:32:58,1978-05-16 01:48:41
5622,P005622,Organized coherent matrix,aZd13387Z,"[19747, 11387, 11761, 22685, 15349, 15176, 23287, 22983, 20632, 20369, 2610, 17004, 32495, 960, 349, 21193, 7553, 8148, 8076, 20546]",493,0,8,66,419,2006-01-17 11:17:46,2022-09-02 07:27:12
5623,P005623,Persevering global frame,Hbw49077D,"[6532, 7182, 33746, 12591, 15259, 29422, 274, 34, 25447]",202,0,77,39,86,1993-07-07 03:01:37,2022-11-27 08:16:18
5624,P005624,Inverse interactive moratorium,qSj45537c,"[25776, 22821, 22881, 112, 33973, 4520, 4145, 26966, 15300, 5012, 4949]",103,0,41,0,62,2019-12-06 07:10:05,2024-01-15 16:02:07
5625,P005625,Mandatory encompassing project,DaF99179u,"[31045, 30788, 26888, 13786, 12907, 5290, 4997]",161,0,43,189,-71,2016-03-06 12:00:19,2021-12-17 01:05:58
5626,P005626,Re-engineered intangible time-frame,qds09071f,"[27548, 7694, 7345, 28296, 32359, 20835, 21588]",218,0,129,57,32,1978-02-18 21:55:27,1987-10-03 09:41:20
5627,P005627,Vision-oriented zero-defect intranet,nRP13935j,"[20484, 34449, 3697, 3599, 11816]",95,0,67,57,-29,2024-05-04 21:00:06,2024-07-14 09:35:49
5628,P005628,Grass-roots zero administration neural-net,KPj17690g,"[16457, 13292, 7970, 7554, 30363, 26761]",154,0,117,36,1,1985-11-19 16:30:59,2005-09-20 21:29:13
5629,P005629,Multi-tiered bi-directional structure,SJx23851c,"[14127, 14452, 9939, 20796, 20897]",113,0,63,51,-1,1990-10-27 23:38:19,2011-02-12 12:11:13
5630,P005630,Distributed cohesive throughput,TNg31493L,"[8092, 8165, 9337, 9165, 9360, 15364, 21527, 25919, 28437, 27179, 27730, 31521, 31954, 31218, 9573, 16702]",369,0,50,58,261,1995-04-02 05:01:52,2005-05-06 14:06:59
5631,P005631,Robust asynchronous productivity,XBy48426D,"[33927, 31012, 1869, 1819, 13337, 20007, 30589, 31085, 13190, 3417, 20811]",228,0,32,25,171,2018-01-08 19:47:56,2020-11-03 20:45:44
5632,P005632,Enhanced optimizing knowledge user,nVa27984S,"[26726, 1207, 605, 25662, 33973, 33736, 20073, 20223, 23691, 30338, 28866]",228,0,130,95,3,1975-11-22 12:10:39,1981-06-15 11:45:03
5633,P005633,Cloned fault-tolerant contingency,dPZ40262q,"[8047, 29485, 210, 21428, 27064]",160,0,38,70,52,2014-10-10 02:09:20,2015-09-20 07:09:22
5634,P005634,Triple-buffered fault-tolerant artificial intelligence,qGb48759X,"[34053, 25692, 25669, 22266, 30726, 30760, 30299, 29442, 5231]",162,0,0,0,162,2000-02-01 14:01:14,2021-11-12 23:32:20
5635,P005635,Multi-tiered 5thgeneration success,XCC60109y,"[11468, 11304, 16860, 23669, 28248, 28275, 15435, 15806, 32536, 32175, 18474, 14806]",129,0,0,0,129,2011-10-30 23:15:37,2022-05-23 16:44:39
5636,P005636,Balanced dynamic customer loyalty,wur15505t,"[6546, 7042, 9994, 3500, 9141, 33721, 33836]",103,0,98,0,5,1994-05-19 07:46:46,2011-12-02 22:15:44
5637,P005637,Synergized executive matrix,jnK87124g,"[9318, 10234, 2051, 4851, 25593, 18225, 18327]",118,0,4,5,109,2002-06-12 22:05:34,2017-07-31 10:01:41
5638,P005638,Reduced zero administration extranet,iDq11548e,"[14878, 28614, 5140, 5394, 18515, 18574, 27472, 13188]",192,0,97,35,60,1997-12-08 07:04:02,2024-08-22 11:30:07
5639,P005639,Expanded national Internet solution,uTu47405q,"[30558, 1464, 1735, 20121, 28372, 24019, 14064, 15177, 15355, 25791, 25735, 28232, 21702, 21466]",302,0,104,46,152,1976-05-10 09:21:44,2009-10-26 06:44:19
5640,P005640,Integrated global collaboration,LtF18541u,"[17074, 18579, 18570, 2518, 30156, 28979, 29225]",84,0,0,58,26,1993-11-16 16:55:00,2023-01-23 20:07:59
5641,P005641,Persistent human-resource moderator,fYs58229i,"[32103, 15026, 29976, 30274, 17935, 2630, 13359, 20529, 3622, 3876, 11409, 11372, 11576]",253,0,0,76,177,1998-02-12 11:55:56,2005-10-29 20:10:58
5642,P005642,Digitized encompassing instruction set,EzP56845X,"[12485, 12004, 11778, 22816, 14706, 15118, 23716, 25458, 22320, 11321, 19529]",207,0,29,60,118,1977-07-26 06:01:23,2003-04-24 00:12:52
5643,P005643,Optional explicit capability,wxF02221v,"[11489, 22297, 22404, 15270, 9710]",49,0,90,7,-48,1991-07-16 10:20:37,2004-12-12 07:03:38
5644,P005644,Persevering zero-defect monitoring,KIR67202D,"[12562, 12009, 25843, 4026, 3942, 20320, 32239]",103,0,2,5,96,2022-04-02 09:15:35,2024-08-11 06:25:08
5645,P005645,Switchable fault-tolerant protocol,zdm86961P,"[24995, 12216, 32252, 33890, 34088, 11232, 18262, 7279]",190,0,3,0,187,1983-08-01 11:12:53,1989-02-20 05:02:47
5646,P005646,Function-based eco-centric customer loyalty,WsI37651I,"[31901, 13804, 33698, 33501, 16549, 20807]",155,0,74,37,44,2003-01-29 14:42:44,2014-08-05 11:30:48
5647,P005647,Phased well-modulated Graphic Interface,WyQ71683g,"[20702, 33966, 33944, 25255, 24960, 25941, 27049, 7358, 5947, 11802, 13395]",233,0,73,0,160,1988-05-18 23:12:32,2009-06-21 02:45:22
5648,P005648,Right-sized 6thgeneration orchestration,yyk06628B,"[18374, 2053, 1793, 13934, 13640, 11367, 25547, 25544]",93,0,26,0,67,2006-02-02 07:08:58,2019-08-15 11:01:30
5649,P005649,Centralized client-driven capacity,DHI57203G,"[16914, 16930, 24661, 25839, 30072, 34513]",175,0,57,72,46,1970-06-02 17:33:37,1991-07-05 10:04:41
5650,P005650,Upgradable next generation knowledgebase,sBS71575h,"[1723, 34034, 25490, 3327, 26756, 26815, 3300, 3427, 12104, 15285]",194,0,79,88,27,1970-06-01 04:24:39,2009-04-02 20:51:58
5651,P005651,Proactive upward-trending protocol,Dut83910u,"[14951, 15021, 16227, 2121, 11310, 23612, 33568]",116,0,0,28,88,1975-05-20 17:46:18,2021-07-13 02:29:34
5652,P005652,Monitored bifurcated firmware,Nlt72194s,"[15382, 15196, 4802, 30089, 27323, 9261, 9348, 32416, 32518]",142,0,60,49,33,1988-05-04 17:12:12,2009-04-19 19:44:19
5653,P005653,Balanced fault-tolerant architecture,gfq75721P,"[32116, 32098, 20631, 20315, 25574, 11686, 11645, 1358, 1526, 12225, 11863, 20983, 21234, 5422, 5219, 5289]",191,0,59,52,80,2011-02-19 14:53:37,2016-12-27 23:36:53
5654,P005654,Public-key disintermediate methodology,dCM18320Z,"[24479, 7872, 28254, 28202, 26866, 31645, 18464, 18525, 8160, 8165, 28186, 6806]",253,0,0,52,201,2021-05-18 18:41:06,2021-11-20 22:28:51
5655,P005655,Diverse secondary monitoring,zcz14048V,"[8679, 26506, 34380, 18826, 9469, 9276, 9234, 2249, 505, 382, 15253]",208,0,0,132,76,1987-09-21 05:55:52,2022-03-20 19:57:17
5656,P005656,Cloned bandwidth-monitored Local Area Network,dIx15077o,"[13410, 6950, 21014, 8096, 16333, 8829, 8775, 27530]",192,0,64,0,128,1975-04-29 01:38:00,2015-01-31 16:28:48
5657,P005657,Synergistic content-based portal,Fer98745s,"[33052, 22286, 9173, 34204, 2322, 12248, 13438, 13332, 12201, 12914, 12870]",268,0,98,23,147,1973-10-01 08:41:50,1995-05-11 19:36:38
5658,P005658,Operative hybrid software,iWj51681A,"[6652, 6573, 22611, 20644, 4060, 22230, 21867, 26673, 5845, 21895, 22248, 23769, 4707, 1087]",229,0,19,97,113,1977-09-23 15:04:54,1995-01-16 16:17:41
5659,P005659,Profound methodical concept,TZU80435K,"[29160, 29343, 34335, 17086, 17183, 26616, 20509, 20439, 16788, 16919, 1658, 1522, 9205, 9297]",253,0,44,96,113,1986-10-25 22:26:07,2000-11-17 11:43:13
5660,P005660,Pre-emptive radical Internet solution,RoU42696x,"[15121, 3046, 3372, 26612, 9920, 9544, 13317, 13534, 18573, 32048, 6051, 5771, 29269, 28974]",213,0,127,136,-50,2010-09-14 20:17:38,2024-03-19 21:24:31
5661,P005661,Grass-roots radical architecture,hkx14138V,"[8225, 8011, 5141, 15186, 31058, 23776, 914, 372, 10793, 10883, 784]",155,0,16,90,49,1995-02-21 07:48:29,2009-07-01 01:29:55
5662,P005662,Enterprise-wide content-based access,nJZ15723H,"[5882, 11792, 13872, 13601, 11473, 11362, 12545, 12438, 7761, 7935, 16062, 9001, 8715, 20267, 19273, 19384, 10672, 12743, 25702]",281,0,17,45,219,1995-12-06 10:18:09,2001-06-27 10:20:21
5663,P005663,Cloned zero administration initiative,NDV86202O,"[25272, 24956, 31918, 15684, 257, 3965, 6055, 5790]",174,0,63,55,56,1970-04-14 13:27:44,2001-05-05 04:16:18
5664,P005664,Enhanced tertiary array,sSQ32894X,"[22130, 34484, 33801, 8208, 6900, 7220, 20741, 28029, 28308, 9157]",123,0,28,38,57,1977-12-13 04:05:48,2017-08-08 23:14:37
5665,P005665,Multi-lateral global initiative,IDF40412P,"[17153, 17629, 17137, 18539, 4793, 4804, 29740, 21193, 11971]",199,0,55,53,91,1992-11-16 21:18:37,2001-04-03 07:06:48
5666,P005666,Advanced background Local Area Network,yJM26468j,"[13777, 13963, 25740, 18964, 18756, 8192, 26209, 14937]",114,0,47,0,67,2002-02-12 23:12:07,2022-01-19 11:48:20
5667,P005667,Synergized composite success,PTn63742l,"[2239, 993, 9794, 20478, 20588]",142,0,42,64,36,1982-04-05 08:13:20,1991-03-22 10:47:46
5668,P005668,Open-source didactic success,xGj56705s,"[26135, 26017, 11720, 11630, 16736, 23595, 23747, 19484, 219, 26904]",145,0,60,18,67,1977-06-17 15:56:43,1989-03-04 02:36:09
5669,P005669,Total intermediate application,iHr56056I,"[8113, 27973, 11525, 26231, 26001, 9454, 19712, 11032, 15173, 13365, 26538]",240,0,34,57,149,1994-06-14 19:44:08,2000-12-10 02:28:10
5670,P005670,Networked client-server archive,xSb21418X,"[17026, 28067, 17302, 9086, 22916, 7501, 2886, 2880, 2852, 8469, 5363, 19372, 3100, 21375, 21326, 210]",249,0,99,161,-11,2014-06-19 09:06:10,2016-03-27 14:55:35
5671,P005671,Quality-focused empowering data-warehouse,QFj82012c,"[5675, 6237, 13198, 29220, 29188, 29408, 11283, 14738, 27586, 12134, 20103, 6713, 6992, 17762]",250,0,0,132,118,2020-04-16 10:05:44,2021-04-11 15:47:22
5672,P005672,Organic web-enabled function,TRA04791C,"[1923, 2777, 10210, 9466, 28547, 16352, 22832]",148,0,42,83,23,2016-01-26 19:00:12,2020-11-16 04:20:16
5673,P005673,Progressive multimedia methodology,HLV87486Q,"[11435, 11451, 32096, 30511, 11262, 11468, 31409, 4822]",221,0,30,83,108,1984-02-28 14:22:14,1987-10-27 20:09:58
5674,P005674,Integrated multi-tasking secured line,AXM46385W,"[19732, 20273, 8131, 7988, 25058, 23326, 23082, 13589, 2405]",247,0,81,61,105,1985-04-09 20:43:44,2007-08-14 20:31:53
5675,P005675,Intuitive interactive website,cIQ39081C,"[26924, 26836, 29908, 30310, 30687, 31036, 20510, 20297]",101,0,40,46,15,2007-01-02 11:37:30,2017-09-25 22:39:35
5676,P005676,Synergized methodical emulation,qKI75357Y,"[21978, 2347, 2602, 18421, 25574, 16342, 16600, 2215, 2715, 32534, 32112, 3670, 4026, 45]",232,0,95,0,137,2007-11-08 17:07:57,2009-02-10 09:07:40
5677,P005677,Fundamental national moderator,eal96121J,"[18626, 18410, 11403, 21968, 28079, 28568, 13031, 18508]",120,0,56,0,64,2012-08-26 10:39:10,2022-03-14 23:10:31
5678,P005678,Cloned didactic installation,icu07959r,"[20861, 21053, 3101, 7470, 18645, 19007, 26749, 32569, 32366, 31989, 31852]",178,0,40,0,138,1995-08-02 16:18:43,2008-04-26 07:31:52
5679,P005679,Front-line eco-centric project,xdy78592h,"[11986, 20260, 13844, 9550, 17057, 29088, 29402, 9647, 13358, 13293, 15063]",163,0,31,78,54,1994-12-15 13:48:29,2015-02-12 15:40:55
5680,P005680,Function-based uniform adapter,WQv08055S,"[24815, 9273, 16496, 13484, 22326, 5636, 4139, 1299, 22613, 22479, 21191, 20683, 23261, 20628, 4788]",315,0,0,55,260,2022-05-18 06:55:45,2022-08-08 01:07:39
5681,P005681,Organic composite task-force,bBt15627O,"[21843, 16955, 16121, 1637, 1797, 30375, 30295, 19565, 1713, 1558, 19113, 26895, 18019, 18159, 30685, 11361, 12915, 24247, 24070, 7840, 992]",384,0,0,0,384,1971-06-26 01:37:31,2007-12-26 03:12:02
5682,P005682,Function-based clear-thinking frame,EMJ24619c,"[30799, 30807, 7165, 19863, 6493, 1404, 26466, 26431, 29125, 28978]",227,0,87,95,45,2012-09-19 05:48:26,2014-01-20 12:51:43
5683,P005683,Enterprise-wide needs-based utilization,GWQ56674J,"[11907, 12315, 5529, 26783, 26365, 1580, 6549, 6456, 22055, 2127, 1236, 25815, 25679]",191,0,109,0,82,1999-10-25 02:16:32,2021-03-27 10:45:23
5684,P005684,Versatile background access,Efp26922X,"[4983, 5316, 7577, 7436, 115, 56, 13606, 13726, 22385, 23906, 34263, 15514, 15482, 10673]",248,0,17,39,192,2000-03-11 12:24:51,2019-05-17 17:34:12
5685,P005685,Monitored real-time concept,NKr28013A,"[8634, 8337, 25601, 25585, 17178, 28935, 29237, 25435, 2847]",99,0,0,70,29,2017-12-28 04:48:12,2021-12-13 20:21:43
5686,P005686,Total transitional parallelism,qYO47839t,"[25539, 25604, 26470, 26692, 32629, 32703, 25763]",75,0,0,87,-12,2019-01-08 09:19:16,2023-01-27 09:52:26
5687,P005687,Re-engineered encompassing architecture,niX36606f,"[16530, 29492, 34284, 25766, 25732, 755, 20402, 26819, 26874, 9086, 9038, 26985, 26994, 34241]",239,0,44,108,87,1978-04-29 08:46:20,1980-01-21 20:23:31
5688,P005688,Team-oriented next generation budgetary management,tAN25690N,"[7957, 22324, 18536, 18562, 7916, 25637, 22298]",149,0,21,52,76,2018-08-03 04:25:00,2019-02-07 03:14:16
5689,P005689,Expanded intangible protocol,ZpC93912X,"[26496, 2497, 12240, 10026, 9587, 4843, 9349, 9167]",143,0,78,88,-23,1985-05-24 02:19:08,2002-04-30 19:48:39
5690,P005690,Triple-buffered even-keeled array,Hsz41192a,"[17504, 4173, 19149, 19347, 22008, 19517, 13468]",145,0,0,4,141,1999-02-23 22:28:35,2019-11-07 09:46:12
5691,P005691,Optimized next generation ability,PgE83484y,"[82, 7, 22562, 3626, 4605, 2697, 25772, 25765, 7096, 23737, 6090]",189,0,20,119,50,2000-02-14 03:52:01,2003-01-06 16:48:48
